Game,Season,Round,Venue,Attendance,Home Team,Away Team,Latitude,Longitude
2021R805,2021,R8,Melbourne Cricket Ground,35567,Melbourne,Sydney,-37.82,144.9834
2021R803,2021,R8,GIANTS Stadium,8526,Greater Western Sydney,Essendon,-33.8942,151.2293
2021R808,2021,R8,Marvel Stadium,27663,Western Bulldogs,Carlton,-37.8166,144.9475
2021R809,2021,R8,The Gabba,15403,Brisbane Lions,Fremantle,-27.4858,153.0381
2021R807,2021,R8,Melbourne Cricket Ground,15277,Hawthorn,West Coast,-37.82,144.9834
2021R901,2021,R9,Marvel Stadium,26712,St Kilda,Geelong,-37.8166,144.9475
2021R906,2021,R9,Adelaide Oval,32787,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2021R904,2021,R9,Heritage Bank Stadium,12636,Gold Coast,Brisbane Lions,-28.0063,153.3671
2021R905,2021,R9,Marvel Stadium,18798,Richmond,Greater Western Sydney,-37.8166,144.9475
2021R902,2021,R9,Sydney Cricket Ground,31448,Sydney,Collingwood,-33.8915,151.2249
2021R903,2021,R9,University of Tasmania Stadium,9121,Hawthorn,North Melbourne,-41.426,147.139
2021R907,2021,R9,Marvel Stadium,26357,Essendon,Fremantle,-37.8166,144.9475
2021R908,2021,R9,Melbourne Cricket Ground,38581,Melbourne,Carlton,-37.82,144.9834
2021R909,2021,R9,Optus Stadium,43427,West Coast,Adelaide,-31.9512,115.889
2021R1001,2021,R10,The Gabba,31127,Brisbane Lions,Richmond,-27.4858,153.0381
2021R1004,2021,R10,Adelaide Oval,31373,Adelaide,Melbourne,-34.9155,138.5961
2021R1005,2021,R10,Marvel Stadium,28720,Western Bulldogs,St Kilda,-37.8166,144.9475
2021R1003,2021,R10,GMHBA Stadium,22055,Geelong,Gold Coast,-38.158,144.3547
2021R1002,2021,R10,Melbourne Cricket Ground,45741,Carlton,Hawthorn,-37.82,144.9834
2021R1006,2021,R10,Optus Stadium,29134,Fremantle,Sydney,-31.9512,115.889
2021R1009,2021,R10,Marvel Stadium,33121,Essendon,North Melbourne,-37.8166,144.9475
2021R1008,2021,R10,Melbourne Cricket Ground,23415,Collingwood,Port Adelaide,-37.82,144.9834
2021R1007,2021,R10,GIANTS Stadium,9046,Greater Western Sydney,West Coast,-33.8942,151.2293
2021R1101,2021,R11,Marvel Stadium,0,Western Bulldogs,Melbourne,-37.8166,144.9475
2021R1104,2021,R11,Marvel Stadium,0,St Kilda,North Melbourne,-37.8166,144.9475
2021R1103,2021,R11,The Gabba,22038,Brisbane Lions,Greater Western Sydney,-27.4858,153.0381
2021R1102,2021,R11,Melbourne Cricket Ground,0,Collingwood,Geelong,-37.82,144.9834
2021R1105,2021,R11,Optus Stadium,41883,West Coast,Essendon,-31.9512,115.889
2021R1106,2021,R11,Sydney Cricket Ground,1241,Gold Coast,Hawthorn,-33.8915,151.2249
2021R1109,2021,R11,Adelaide Oval,26759,Port Adelaide,Fremantle,-34.9155,138.5961
2021R1108,2021,R11,Sydney Cricket Ground,29882,Sydney,Carlton,-33.8915,151.2249
2021R1107,2021,R11,GIANTS Stadium,4236,Richmond,Adelaide,-33.8942,151.2293
2021R1201,2021,R12,GIANTS Stadium,3772,Melbourne,Brisbane Lions,-33.8942,151.2293
2021R1203,2021,R12,Adelaide Oval,30446,Adelaide,Collingwood,-34.9155,138.5961
2021R1204,2021,R12,Optus Stadium,55656,Essendon,Richmond,-31.9512,115.889
2021R1202,2021,R12,Sydney Cricket Ground,19020,Sydney,St Kilda,-33.8915,151.2249
2021R1206,2021,R12,Optus Stadium,32875,Fremantle,Western Bulldogs,-31.9512,115.889
2021R1205,2021,R12,Sydney Cricket Ground,5137,Carlton,West Coast,-33.8915,151.2249
2021R1301,2021,R13,Adelaide Oval,28718,Port Adelaide,Geelong,-34.9155,138.5961
2021R1302,2021,R13,Sydney Cricket Ground,25904,Sydney,Hawthorn,-33.8915,151.2249
2021R1304,2021,R13,Cazaly's Stadium,5969,St Kilda,Adelaide,-16.9357,145.7491
2021R1303,2021,R13,Optus Stadium,27318,Fremantle,Gold Coast,-31.9512,115.889
2021R1305,2021,R13,Blundstone Arena,3462,North Melbourne,Greater Western Sydney,-42.8773,147.374
2021R1306,2021,R13,Optus Stadium,50834,West Coast,Richmond,-31.9512,115.889
2021R1307,2021,R13,Sydney Cricket Ground,16453,Melbourne,Collingwood,-33.8915,151.2249
2021R1401,2021,R14,GMHBA Stadium,6583,Geelong,Western Bulldogs,-38.158,144.3547
2021R1403,2021,R14,Blundstone Arena,5060,North Melbourne,Brisbane Lions,-42.8773,147.374
2021R1402,2021,R14,Heritage Bank Stadium,7117,Gold Coast,Port Adelaide,-28.0063,153.3671
2021R1404,2021,R14,GIANTS Stadium,7035,Greater Western Sydney,Carlton,-33.8942,151.2293
2021R1405,2021,R14,University of Tasmania Stadium,14834,Hawthorn,Essendon,-41.426,147.139
2021R1501,2021,R15,The Gabba,29024,Brisbane Lions,Geelong,-27.4858,153.0381
2021R1502,2021,R15,Melbourne Cricket Ground,14787,Richmond,St Kilda,-37.82,144.9834
2021R1505,2021,R15,Adelaide Oval,29631,Port Adelaide,Sydney,-34.9155,138.5961
2021R1504,2021,R15,Blundstone Arena,6719,North Melbourne,Gold Coast,-42.8773,147.374
2021R1503,2021,R15,Marvel Stadium,11570,Collingwood,Fremantle,-37.8166,144.9475
2021R1506,2021,R15,Melbourne Cricket Ground,19414,Essendon,Melbourne,-37.82,144.9834
2021R1509,2021,R15,Marvel Stadium,14930,Carlton,Adelaide,-37.8166,144.9475
2021R1507,2021,R15,Melbourne Cricket Ground,9897,Greater Western Sydney,Hawthorn,-37.82,144.9834
2021R1508,2021,R15,Optus Stadium,0,West Coast,Western Bulldogs,-31.9512,115.889
2021R1601,2021,R16,Marvel Stadium,9327,Gold Coast,Richmond,-37.8166,144.9475
2021R1602,2021,R16,GMHBA Stadium,15579,Geelong,Essendon,-38.158,144.3547
2021R1604,2021,R16,Adelaide Oval,16178,Adelaide,Brisbane Lions,-34.9155,138.5961
2021R1606,2021,R16,Marvel Stadium,18251,Hawthorn,Port Adelaide,-37.8166,144.9475
2021R1603,2021,R16,Melbourne Cricket Ground,16963,Melbourne,Greater Western Sydney,-37.82,144.9834
2021R1605,2021,R16,Melbourne Cricket Ground,12103,Fremantle,Carlton,-37.82,144.9834
2021R1609,2021,R16,Marvel Stadium,18216,Western Bulldogs,North Melbourne,-37.8166,144.9475
2021R1607,2021,R16,GMHBA Stadium,9520,Sydney,West Coast,-38.158,144.3547
2021R1608,2021,R16,Melbourne Cricket Ground,18082,Collingwood,St Kilda,-37.82,144.9834
2021R1701,2021,R17,Adelaide Oval,30908,Port Adelaide,Melbourne,-34.9155,138.5961
2021R1702,2021,R17,Marvel Stadium,23604,Essendon,Adelaide,-37.8166,144.9475
2021R1705,2021,R17,Heritage Bank Stadium,9075,Brisbane Lions,St Kilda,-28.0063,153.3671
2021R1704,2021,R17,Melbourne Cricket Ground,31834,Carlton,Geelong,-37.82,144.9834
2021R1703,2021,R17,University of Tasmania Stadium,9111,Hawthorn,Fremantle,-41.426,147.139
2021R1707,2021,R17,Marvel Stadium,24817,Western Bulldogs,Sydney,-37.8166,144.9475
2021R1708,2021,R17,Melbourne Cricket Ground,29437,Richmond,Collingwood,-37.82,144.9834
2021R1706,2021,R17,Mars Stadium,2952,Greater Western Sydney,Gold Coast,-37.5386,143.848
2021R1709,2021,R17,Optus Stadium,30515,West Coast,North Melbourne,-31.9512,115.889
2021R1801,2021,R18,Optus Stadium,35271,Fremantle,Geelong,-31.9512,115.889
2021R1802,2021,R18,Heritage Bank Stadium,4119,Richmond,Brisbane Lions,-28.0063,153.3671
2021R1804,2021,R18,Heritage Bank Stadium,8244,Gold Coast,Western Bulldogs,-28.0063,153.3671
2021R1803,2021,R18,Marvel Stadium,0,St Kilda,Port Adelaide,-37.8166,144.9475
2021R1805,2021,R18,Melbourne Cricket Ground,0,Melbourne,Hawthorn,-37.82,144.9834
2021R1808,2021,R18,Adelaide Oval,24554,Adelaide,West Coast,-34.9155,138.5961
2021R1806,2021,R18,Heritage Bank Stadium,5114,North Melbourne,Essendon,-28.0063,153.3671
2021R1809,2021,R18,Heritage Bank Stadium,2374,Greater Western Sydney,Sydney,-28.0063,153.3671
2021R1807,2021,R18,Melbourne Cricket Ground,0,Collingwood,Carlton,-37.82,144.9834
2021R1901,2021,R19,Marvel Stadium,0,Port Adelaide,Collingwood,-37.8166,144.9475
2021R1902,2021,R19,Marvel Stadium,0,Carlton,North Melbourne,-37.8166,144.9475
2021R1906,2021,R19,Marvel Stadium,0,Adelaide,Hawthorn,-37.8166,144.9475
2021R1903,2021,R19,The Gabba,16660,Brisbane Lions,Gold Coast,-27.4858,153.0381
2021R1905,2021,R19,Melbourne Cricket Ground,0,Melbourne,Western Bulldogs,-37.82,144.9834
2021R1904,2021,R19,Optus Stadium,43657,West Coast,St Kilda,-31.9512,115.889
2021R1907,2021,R19,Heritage Bank Stadium,2875,Sydney,Fremantle,-28.0063,153.3671
2021R1909,2021,R19,Heritage Bank Stadium,2681,Essendon,Greater Western Sydney,-28.0063,153.3671
2021R1908,2021,R19,Melbourne Cricket Ground,0,Geelong,Richmond,-37.82,144.9834
2021R2001,2021,R20,Marvel Stadium,0,St Kilda,Carlton,-37.8166,144.9475
2021R2003,2021,R20,Blundstone Arena,8033,North Melbourne,Geelong,-42.8773,147.374
2021R2004,2021,R20,Melbourne Cricket Ground,0,Collingwood,West Coast,-37.82,144.9834
2021R2002,2021,R20,Mars Stadium,0,Western Bulldogs,Adelaide,-37.5386,143.848
2021R2005,2021,R20,Marvel Stadium,0,Gold Coast,Melbourne,-37.8166,144.9475
2021R2009,2021,R20,Marvel Stadium,0,Greater Western Sydney,Port Adelaide,-37.8166,144.9475
2021R2007,2021,R20,Melbourne Cricket Ground,0,Essendon,Sydney,-37.82,144.9834
2021R2008,2021,R20,Optus Stadium,24979,Fremantle,Richmond,-31.9512,115.889
2021R2006,2021,R20,University of Tasmania Stadium,5381,Hawthorn,Brisbane Lions,-41.426,147.139
2021R2101,2021,R21,GMHBA Stadium,0,Geelong,Greater Western Sydney,-38.158,144.3547
2021R2104,2021,R21,Adelaide Oval,14736,Adelaide,Port Adelaide,-34.9155,138.5961
2021R2102,2021,R21,Marvel Stadium,0,Carlton,Gold Coast,-37.8166,144.9475
2021R2105,2021,R21,Marvel Stadium,0,St Kilda,Sydney,-37.8166,144.9475
2021R2103,2021,R21,Melbourne Cricket Ground,0,Richmond,North Melbourne,-37.82,144.9834
2021R2107,2021,R21,Marvel Stadium,0,Western Bulldogs,Essendon,-37.8166,144.9475
2021R2106,2021,R21,Melbourne Cricket Ground,0,Hawthorn,Collingwood,-37.82,144.9834
2021R2108,2021,R21,Optus Stadium,29589,Fremantle,Brisbane Lions,-31.9512,115.889
2021R2109,2021,R21,Optus Stadium,31584,West Coast,Melbourne,-31.9512,115.889
2021R2201,2021,R22,Marvel Stadium,0,Greater Western Sydney,Richmond,-37.8166,144.9475
2021R2203,2021,R22,Adelaide Oval,13943,Port Adelaide,Carlton,-34.9155,138.5961
2021R2206,2021,R22,Marvel Stadium,0,North Melbourne,Sydney,-37.8166,144.9475
2021R2205,2021,R22,The Gabba,15146,Brisbane Lions,Collingwood,-27.4858,153.0381
2021R2204,2021,R22,GMHBA Stadium,0,Geelong,St Kilda,-38.158,144.3547
2021R2202,2021,R22,University of Tasmania Stadium,7822,Hawthorn,Western Bulldogs,-41.426,147.139
2021R2208,2021,R22,GMHBA Stadium,0,Gold Coast,Essendon,-38.158,144.3547
2021R2207,2021,R22,Melbourne Cricket Ground,0,Melbourne,Adelaide,-37.82,144.9834
2021R2209,2021,R22,Optus Stadium,51692,Fremantle,West Coast,-31.9512,115.889
2021R2301,2021,R23,Marvel Stadium,0,Western Bulldogs,Port Adelaide,-37.8166,144.9475
2021R2303,2021,R23,Marvel Stadium,0,Sydney,Gold Coast,-37.8166,144.9475
2021R2306,2021,R23,Marvel Stadium,0,Carlton,Greater Western Sydney,-37.8166,144.9475
2021R2304,2021,R23,The Gabba,21845,Brisbane Lions,West Coast,-27.4858,153.0381
2021R2305,2021,R23,GMHBA Stadium,0,Geelong,Melbourne,-38.158,144.3547
2021R2302,2021,R23,Melbourne Cricket Ground,0,Richmond,Hawthorn,-37.82,144.9834
2021R2309,2021,R23,Adelaide Oval,13103,Adelaide,North Melbourne,-34.9155,138.5961
2021R2307,2021,R23,Blundstone Arena,3082,St Kilda,Fremantle,-42.8773,147.374
2021R2308,2021,R23,Melbourne Cricket Ground,0,Essendon,Collingwood,-37.82,144.9834
2021QF01,2021,QF,Adelaide Oval,19712,Port Adelaide,Geelong,-34.9155,138.5961
2021QF02,2021,QF,Adelaide Oval,13784,Melbourne,Brisbane Lions,-34.9155,138.5961
2021EF01,2021,EF,University of Tasmania Stadium,8635,Sydney,Greater Western Sydney,-41.426,147.139
2021EF02,2021,EF,University of Tasmania Stadium,9760,Western Bulldogs,Essendon,-41.426,147.139
2021SF01,2021,SF,Optus Stadium,44091,Geelong,Greater Western Sydney,-31.9512,115.889
2021SF02,2021,SF,The Gabba,30647,Brisbane Lions,Western Bulldogs,-27.4858,153.0381
2021PF01,2021,PF,Optus Stadium,58599,Melbourne,Geelong,-31.9512,115.889
2021PF02,2021,PF,Adelaide Oval,26400,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2021GF01,2021,GF,Optus Stadium,61118,Melbourne,Western Bulldogs,-31.9512,115.889
2022R101,2022,R1,Melbourne Cricket Ground,58002,Melbourne,Western Bulldogs,-37.82,144.9834
2022R102,2022,R1,Melbourne Cricket Ground,72179,Carlton,Richmond,-37.82,144.9834
2022R103,2022,R1,Marvel Stadium,40129,St Kilda,Collingwood,-37.8166,144.9475
2022R105,2022,R1,Accor Stadium,25572,Greater Western Sydney,Sydney,-33.8471,151.0634
2022R106,2022,R1,The Gabba,25100,Brisbane Lions,Port Adelaide,-27.4858,153.0381
2022R104,2022,R1,Melbourne Cricket Ground,54495,Geelong,Essendon,-37.82,144.9834
2022R108,2022,R1,Adelaide Oval,28186,Adelaide,Fremantle,-34.9155,138.5961
2022R107,2022,R1,Melbourne Cricket Ground,38297,Hawthorn,North Melbourne,-37.82,144.9834
2022R109,2022,R1,Optus Stadium,20932,West Coast,Gold Coast,-31.9512,115.889
2022R201,2022,R2,Marvel Stadium,34961,Western Bulldogs,Carlton,-37.8166,144.9475
2022R202,2022,R2,Sydney Cricket Ground,36578,Sydney,Geelong,-33.8915,151.2249
2022R203,2022,R2,Melbourne Cricket Ground,36843,Collingwood,Adelaide,-37.82,144.9834
2022R204,2022,R2,Marvel Stadium,30631,Essendon,Brisbane Lions,-37.8166,144.9475
2022R205,2022,R2,Adelaide Oval,30267,Port Adelaide,Hawthorn,-34.9155,138.5961
2022R206,2022,R2,Heritage Bank Stadium,8280,Gold Coast,Melbourne,-28.0063,153.3671
2022R207,2022,R2,Marvel Stadium,14204,North Melbourne,West Coast,-37.8166,144.9475
2022R208,2022,R2,Melbourne Cricket Ground,28813,Richmond,Greater Western Sydney,-37.82,144.9834
2022R209,2022,R2,Optus Stadium,25284,Fremantle,St Kilda,-31.9512,115.889
2022R301,2022,R3,Marvel Stadium,24327,Western Bulldogs,Sydney,-37.8166,144.9475
2022R302,2022,R3,Melbourne Cricket Ground,44503,Melbourne,Essendon,-37.82,144.9834
2022R303,2022,R3,Adelaide Oval,39190,Adelaide,Port Adelaide,-34.9155,138.5961
2022R304,2022,R3,GIANTS Stadium,4014,Greater Western Sydney,Gold Coast,-33.8942,151.2293
2022R305,2022,R3,Melbourne Cricket Ground,52974,Collingwood,Geelong,-37.82,144.9834
2022R306,2022,R3,The Gabba,19817,Brisbane Lions,North Melbourne,-27.4858,153.0381
2022R307,2022,R3,Melbourne Cricket Ground,66317,Carlton,Hawthorn,-37.82,144.9834
2022R308,2022,R3,Marvel Stadium,31933,St Kilda,Richmond,-37.8166,144.9475
2022R309,2022,R3,Optus Stadium,38920,West Coast,Fremantle,-31.9512,115.889
2022R401,2022,R4,Adelaide Oval,23058,Port Adelaide,Melbourne,-34.9155,138.5961
2022R402,2022,R4,GMHBA Stadium,20505,Geelong,Brisbane Lions,-38.158,144.3547
2022R403,2022,R4,Sydney Cricket Ground,22307,Sydney,North Melbourne,-33.8915,151.2249
2022R404,2022,R4,Marvel Stadium,25897,Collingwood,West Coast,-37.8166,144.9475
2022R405,2022,R4,Optus Stadium,30201,Fremantle,Greater Western Sydney,-31.9512,115.889
2022R406,2022,R4,Melbourne Cricket Ground,43645,Richmond,Western Bulldogs,-37.82,144.9834
2022R407,2022,R4,Marvel Stadium,24906,Essendon,Adelaide,-37.8166,144.9475
2022R408,2022,R4,Melbourne Cricket Ground,30926,Hawthorn,St Kilda,-37.82,144.9834
2022R409,2022,R4,Heritage Bank Stadium,14349,Gold Coast,Carlton,-28.0063,153.3671
2022R501,2022,R5,The Gabba,32312,Brisbane Lions,Collingwood,-27.4858,153.0381
2022R502,2022,R5,Marvel Stadium,32162,North Melbourne,Western Bulldogs,-37.8166,144.9475
2022R503,2022,R5,Optus Stadium,42888,West Coast,Sydney,-31.9512,115.889
2022R504,2022,R5,Marvel Stadium,18724,St Kilda,Gold Coast,-37.8166,144.9475
2022R505,2022,R5,Adelaide Oval,33031,Adelaide,Richmond,-34.9155,138.5961
2022R506,2022,R5,Melbourne Cricket Ground,20791,Melbourne,Greater Western Sydney,-37.82,144.9834
2022R507,2022,R5,Melbourne Cricket Ground,33433,Carlton,Port Adelaide,-37.82,144.9834
2022R508,2022,R5,Marvel Stadium,23935,Essendon,Fremantle,-37.8166,144.9475
2022R509,2022,R5,Melbourne Cricket Ground,48030,Hawthorn,Geelong,-37.82,144.9834
2022R601,2022,R6,Manuka Oval,11207,Greater Western Sydney,St Kilda,-35.3181,149.1347
2022R602,2022,R6,Mars Stadium,10412,Western Bulldogs,Adelaide,-37.5386,143.848
2022R603,2022,R6,Adelaide Oval,28587,Port Adelaide,West Coast,-34.9155,138.5961
2022R604,2022,R6,Optus Stadium,42302,Fremantle,Carlton,-31.9512,115.889
2022R605,2022,R6,Blundstone Arena,8663,North Melbourne,Geelong,-42.8773,147.374
2022R606,2022,R6,Heritage Bank Stadium,14897,Gold Coast,Brisbane Lions,-28.0063,153.3671
2022R607,2022,R6,Melbourne Cricket Ground,70334,Richmond,Melbourne,-37.82,144.9834
2022R608,2022,R6,University of Tasmania Stadium,14107,Hawthorn,Sydney,-41.426,147.139
2022R609,2022,R6,Melbourne Cricket Ground,84205,Essendon,Collingwood,-37.82,144.9834
2022R701,2022,R7,Optus Stadium,39430,West Coast,Richmond,-31.9512,115.889
2022R702,2022,R7,GMHBA Stadium,20136,Geelong,Fremantle,-38.158,144.3547
2022R703,2022,R7,Adelaide Oval,31811,Adelaide,Greater Western Sydney,-34.9155,138.5961
2022R704,2022,R7,Melbourne Cricket Ground,39425,Melbourne,Hawthorn,-37.82,144.9834
2022R705,2022,R7,Marvel Stadium,40129,Carlton,North Melbourne,-37.8166,144.9475
2022R706,2022,R7,Cazaly's Stadium,6645,St Kilda,Port Adelaide,-16.9357,145.7491
2022R707,2022,R7,Melbourne Cricket Ground,28916,Collingwood,Gold Coast,-37.82,144.9834
2022R708,2022,R7,Marvel Stadium,33677,Western Bulldogs,Essendon,-37.8166,144.9475
2022R709,2022,R7,Sydney Cricket Ground,30110,Sydney,Brisbane Lions,-33.8915,151.2249
2022R801,2022,R8,Adelaide Oval,29290,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2022R802,2022,R8,Optus Stadium,37040,Fremantle,North Melbourne,-31.9512,115.889
2022R803,2022,R8,Melbourne Cricket Ground,64481,Richmond,Collingwood,-37.82,144.9834
2022R804,2022,R8,Sydney Cricket Ground,20420,Sydney,Gold Coast,-33.8915,151.2249
2022R805,2022,R8,Manuka Oval,11661,Greater Western Sydney,Geelong,-35.3181,149.1347
2022R806,2022,R8,Marvel Stadium,33042,Essendon,Hawthorn,-37.8166,144.9475
2022R807,2022,R8,The Gabba,19331,Brisbane Lions,West Coast,-27.4858,153.0381
2022R808,2022,R8,Melbourne Cricket Ground,35767,Melbourne,St Kilda,-37.82,144.9834
2022R809,2022,R8,Marvel Stadium,25376,Collingwood,Adelaide,-37.8166,144.9475
2022R901,2022,R9,Marvel Stadium,44029,Collingwood,Western Bulldogs,-37.8166,144.9475
2022R902,2022,R9,Melbourne Cricket Ground,40663,Hawthorn,Richmond,-37.82,144.9834
2022R903,2022,R9,Blundstone Arena,5114,North Melbourne,Port Adelaide,-42.8773,147.374
2022R904,2022,R9,Marvel Stadium,32517,St Kilda,Geelong,-37.8166,144.9475
2022R905,2022,R9,Sydney Cricket Ground,27464,Sydney,Essendon,-33.8915,151.2249
2022R906,2022,R9,Adelaide Oval,36579,Adelaide,Brisbane Lions,-34.9155,138.5961
2022R907,2022,R9,Heritage Bank Stadium,6136,Gold Coast,Fremantle,-28.0063,153.3671
2022R908,2022,R9,GIANTS Stadium,8754,Greater Western Sydney,Carlton,-33.8942,151.2293
2022R909,2022,R9,Optus Stadium,27488,West Coast,Melbourne,-31.9512,115.889
2022R1001,2022,R10,Marvel Stadium,44769,Carlton,Sydney,-37.8166,144.9475
2022R1002,2022,R10,Mars Stadium,6040,Western Bulldogs,Gold Coast,-37.5386,143.848
2022R1003,2022,R10,GMHBA Stadium,18721,Geelong,Port Adelaide,-38.158,144.3547
2022R1004,2022,R10,Marvel Stadium,13422,North Melbourne,Melbourne,-37.8166,144.9475
2022R1005,2022,R10,Adelaide Oval,28783,Adelaide,St Kilda,-34.9155,138.5961
2022R1006,2022,R10,Melbourne Cricket Ground,70226,Richmond,Essendon,-37.82,144.9834
2022R1007,2022,R10,GIANTS Stadium,5057,Greater Western Sydney,West Coast,-33.8942,151.2293
2022R1008,2022,R10,University of Tasmania Stadium,12007,Hawthorn,Brisbane Lions,-41.426,147.139
2022R1009,2022,R10,Optus Stadium,35534,Fremantle,Collingwood,-31.9512,115.889
2022R1101,2022,R11,Sydney Cricket Ground,31387,Sydney,Richmond,-33.8915,151.2249
2022R1102,2022,R11,GMHBA Stadium,19051,Geelong,Adelaide,-38.158,144.3547
2022R1103,2022,R11,The Gabba,22068,Brisbane Lions,Greater Western Sydney,-27.4858,153.0381
2022R1104,2022,R11,Melbourne Cricket Ground,29812,Melbourne,Fremantle,-37.82,144.9834
2022R1105,2022,R11,Optus Stadium,31838,Western Bulldogs,Western Bulldogs,-31.9512,115.889
2022R1106,2022,R11,TIO Stadium,7516,Gold Coast,Hawthorn,-12.3988,130.8853
2022R1107,2022,R11,Marvel Stadium,23464,St Kilda,North Melbourne,-37.8166,144.9475
2022R1108,2022,R11,Melbourne Cricket Ground,80627,Collingwood,Carlton,-37.82,144.9834
2022R1109,2022,R11,Adelaide Oval,25877,Port Adelaide,Essendon,-34.9155,138.5961
2022R1201,2022,R12,Marvel Stadium,34370,Western Bulldogs,Geelong,-37.8166,144.9475
2022R1202,2022,R12,Adelaide Oval,22859,Adelaide,West Coast,-34.9155,138.5961
2022R1203,2022,R12,TIO Stadium,5523,Gold Coast,North Melbourne,-12.3988,130.8853
2022R1204,2022,R12,Melbourne Cricket Ground,32753,Melbourne,Sydney,-37.82,144.9834
2022R1205,2022,R12,Melbourne Cricket Ground,43939,Hawthorn,Collingwood,-37.82,144.9834
2022R1206,2022,R12,Optus Stadium,47214,Fremantle,Brisbane Lions,-31.9512,115.889
2022R1301,2022,R13,Melbourne Cricket Ground,21757,Richmond,Port Adelaide,-37.82,144.9834
2022R1302,2022,R13,Melbourne Cricket Ground,65440,Essendon,Carlton,-37.82,144.9834
2022R1303,2022,R13,Optus Stadium,39428,Fremantle,Hawthorn,-31.9512,115.889
2022R1304,2022,R13,The Gabba,26610,Brisbane Lions,St Kilda,-27.4858,153.0381
2022R1305,2022,R13,Marvel Stadium,13742,North Melbourne,Greater Western Sydney,-37.8166,144.9475
2022R1306,2022,R13,Melbourne Cricket Ground,76059,Collingwood,Melbourne,-37.82,144.9834
2022R1401,2022,R14,Melbourne Cricket Ground,50741,Richmond,Carlton,-37.82,144.9834
2022R1402,2022,R14,Marvel Stadium,33274,St Kilda,Essendon,-37.8166,144.9475
2022R1403,2022,R14,Adelaide Oval,30445,Port Adelaide,Sydney,-34.9155,138.5961
2022R1404,2022,R14,Optus Stadium,32526,West Coast,Geelong,-31.9512,115.889
2022R1405,2022,R14,GIANTS Stadium,6208,Greater Western Sydney,Western Bulldogs,-33.8942,151.2293
2022R1406,2022,R14,Heritage Bank Stadium,10507,Gold Coast,Adelaide,-28.0063,153.3671
2022R1501,2022,R15,Melbourne Cricket Ground,37728,Melbourne,Brisbane Lions,-37.82,144.9834
2022R1502,2022,R15,Marvel Stadium,32505,Western Bulldogs,Hawthorn,-37.8166,144.9475
2022R1503,2022,R15,Optus Stadium,40933,West Coast,Essendon,-31.9512,115.889
2022R1504,2022,R15,Marvel Stadium,35441,Carlton,Fremantle,-37.8166,144.9475
2022R1505,2022,R15,Melbourne Cricket Ground,59335,Geelong,Richmond,-37.82,144.9834
2022R1506,2022,R15,Sydney Cricket Ground,31513,Sydney,St Kilda,-33.8915,151.2249
2022R1507,2022,R15,Blundstone Arena,5072,North Melbourne,Adelaide,-42.8773,147.374
2022R1508,2022,R15,Melbourne Cricket Ground,30804,Collingwood,Greater Western Sydney,-37.82,144.9834
2022R1509,2022,R15,Adelaide Oval,26241,Port Adelaide,Gold Coast,-34.9155,138.5961
2022R1601,2022,R16,The Gabba,25011,Brisbane Lions,Western Bulldogs,-27.4858,153.0381
2022R1602,2022,R16,Marvel Stadium,43194,Carlton,St Kilda,-37.8166,144.9475
2022R1603,2022,R16,Melbourne Cricket Ground,43163,Essendon,Sydney,-37.82,144.9834
2022R1604,2022,R16,Adelaide Oval,30702,Adelaide,Melbourne,-34.9155,138.5961
2022R1605,2022,R16,Heritage Bank Stadium,16027,Gold Coast,Collingwood,-28.0063,153.3671
2022R1606,2022,R16,GMHBA Stadium,18091,Geelong,North Melbourne,-38.158,144.3547
2022R1607,2022,R16,Melbourne Cricket Ground,39391,Richmond,West Coast,-37.82,144.9834
2022R1608,2022,R16,GIANTS Stadium,4812,Greater Western Sydney,Hawthorn,-33.8942,151.2293
2022R1609,2022,R16,Optus Stadium,31326,Fremantle,Port Adelaide,-31.9512,115.889
2022R1701,2022,R17,GMHBA Stadium,21501,Geelong,Melbourne,-38.158,144.3547
2022R1702,2022,R17,Sydney Cricket Ground,22226,Sydney,Western Bulldogs,-33.8915,151.2249
2022R1703,2022,R17,Melbourne Cricket Ground,45039,Collingwood,North Melbourne,-37.82,144.9834
2022R1704,2022,R17,Heritage Bank Stadium,18031,Gold Coast,Richmond,-28.0063,153.3671
2022R1705,2022,R17,Marvel Stadium,21652,St Kilda,Fremantle,-37.8166,144.9475
2022R1706,2022,R17,Adelaide Oval,24744,Port Adelaide,Greater Western Sydney,-34.9155,138.5961
2022R1707,2022,R17,The Gabba,29101,Brisbane Lions,Essendon,-27.4858,153.0381
2022R1708,2022,R17,Marvel Stadium,18833,Hawthorn,Adelaide,-37.8166,144.9475
2022R1709,2022,R17,Optus Stadium,43359,West Coast,Carlton,-31.9512,115.889
2022R1801,2022,R18,Marvel Stadium,25981,Western Bulldogs,St Kilda,-37.8166,144.9475
2022R1802,2022,R18,Adelaide Oval,30110,Adelaide,Collingwood,-34.9155,138.5961
2022R1803,2022,R18,Manuka Oval,9010,Greater Western Sydney,Brisbane Lions,-35.3181,149.1347
2022R1804,2022,R18,Marvel Stadium,22666,North Melbourne,Richmond,-37.8166,144.9475
2022R1805,2022,R18,Melbourne Cricket Ground,68208,Carlton,Geelong,-37.82,144.9834
